target_id,target,sport,work_package,status,evidence,source,source_date,capabilities_validated,backend_tests,frontend_tests,device_tests,blocker_or_notes
espn:soccer:ger.super_cup,German Supercup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ger.super_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.super_cup/scoreboard,2026-09-24T21:02:39.716304+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.w.1,English Women's Super League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.w.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.1/scoreboard,2026-09-24T21:02:40.116877+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.w.promotion.relegation,English Women's Super League Promotion/Relegation Playoff,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.w.promotion.relegation.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.promotion.relegation/scoreboard,2026-09-24T21:02:40.133239+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fra.coupe_de_france,Coupe de France,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fra.coupe_de_france.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.coupe_de_france/scoreboard,2026-09-24T21:02:40.412546+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:usa.open,U.S. Open Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--usa.open.json,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.open/scoreboard,2026-09-24T21:02:40.741070+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ksa.1,Saudi Pro League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ksa.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ksa.1/scoreboard,2026-09-24T21:02:41.033243+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:concacaf.nations.league,Concacaf Nations League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--concacaf.nations.league.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.nations.league/scoreboard,2026-09-24T21:02:41.094589+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:conmebol.libertadores,CONMEBOL Libertadores,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--conmebol.libertadores.json,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.libertadores/scoreboard,2026-09-24T21:02:41.275495+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
espn:soccer:concacaf.champions,Concacaf Champions Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--concacaf.champions.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.champions/scoreboard,2026-09-24T21:02:41.632003+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
espn:soccer:fifa.worldq.uefa,FIFA World Cup Qualifying - UEFA,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.worldq.uefa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.worldq.uefa/scoreboard,2026-09-24T21:02:42.039875+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.wcq.ply,FIFA World Cup Qualifying - Playoff Tournament,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.wcq.ply.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.wcq.ply/scoreboard,2026-09-24T21:02:42.077999+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.worldq.concacaf,FIFA World Cup Qualifying - Concacaf,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.worldq.concacaf.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.worldq.concacaf/scoreboard,2026-09-24T21:02:42.179499+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-11-19T01:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.worldq.afc,FIFA World Cup Qualifying - AFC,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.worldq.afc.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.worldq.afc/scoreboard,2026-09-24T21:02:42.588323+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-11-18T16:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.worldq.caf,FIFA World Cup Qualifying - CAF,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.worldq.caf.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.worldq.caf/scoreboard,2026-09-24T21:02:42.897733+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-11-16T19:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.worldq.conmebol,FIFA World Cup Qualifying - CONMEBOL,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.worldq.conmebol.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.worldq.conmebol/scoreboard,2026-09-24T21:02:43.060431+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-09-09T23:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.worldq.ofc,FIFA World Cup Qualifying - OFC,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.worldq.ofc.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.worldq.ofc/scoreboard,2026-09-24T21:02:43.197649+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-03-24T06:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.friendly.w,Women's International Friendly,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.friendly.w.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.friendly.w/scoreboard,2026-09-24T21:02:43.659501+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.wworldq.uefa,FIFA Women's World Cup Qualifying - UEFA,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fifa.wworldq.uefa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.wworldq.uefa/scoreboard,2026-09-24T21:02:43.791309+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.wwcq.ply,FIFA Women's World Cup Qualifying - Playoff Tournament,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.wwcq.ply.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.wwcq.ply/scoreboard,2026-09-24T21:02:44.007505+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2023-02-22T06:30Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:uefa.w.nations,UEFA Women's Nations League,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--uefa.w.nations.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.w.nations/scoreboard,2026-09-24T21:02:44.104290+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-12-02T17:30Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:usa.w.usl.1,USL Super League,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--usa.w.usl.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.w.usl.1/scoreboard,2026-09-24T21:02:44.802272+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.champions_qual,UEFA Champions League Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.champions_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.champions_qual/scoreboard,2026-09-24T21:02:44.912390+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.wchampions_qual,UEFA Women's Champions League Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.wchampions_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.wchampions_qual/scoreboard,2026-09-24T21:02:44.994838+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.w.fa,English Women's FA Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.w.fa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.fa/scoreboard,2026-09-24T21:02:45.069902+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:eng.w.league_cup,English WSL Players Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--eng.w.league_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.league_cup/scoreboard,2026-09-24T21:02:45.803254+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:esp.w.1,Spanish Liga F,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--esp.w.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.w.1/scoreboard,2026-09-24T21:02:45.940390+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:esp.copa_de_la_reina,Spanish Copa de la Reina,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--esp.copa_de_la_reina.json,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.copa_de_la_reina/scoreboard,2026-09-24T21:02:46.014723+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fra.w.1,French Première Ligue,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--fra.w.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.w.1/scoreboard,2026-09-24T21:02:46.056877+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ned.cup,Dutch KNVB Beker,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ned.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ned.cup/scoreboard,2026-09-24T21:02:46.800877+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.1,Scottish Premiership,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.1/scoreboard,2026-09-24T21:02:46.866091+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.tennents,Scottish Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.tennents.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.tennents/scoreboard,2026-09-24T21:02:46.941167+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:sco.cis,Scottish League Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--sco.cis.json,https://site.api.espn.com/apis/site/v2/sports/soccer/sco.cis/scoreboard,2026-09-24T21:02:46.987418+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:aus.1,Australian A-League Men,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--aus.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/aus.1/scoreboard,2026-09-24T21:02:47.712825+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:aus.w.1,Australian A-League Women,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--aus.w.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/aus.w.1/scoreboard,2026-09-24T21:02:47.795404+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:ksa.kings.cup,Saudi King's Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--ksa.kings.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/ksa.kings.cup/scoreboard,2026-09-24T21:02:47.889176+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:por.taca.portugal,Taca de Portugal,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--por.taca.portugal.json,https://site.api.espn.com/apis/site/v2/sports/soccer/por.taca.portugal/scoreboard,2026-09-24T21:02:47.921285+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:tur.1,Turkish Super Lig,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--tur.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/tur.1/scoreboard,2026-09-24T21:02:48.661249+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:caf.nations,Africa Cup of Nations,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--caf.nations.json,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations/scoreboard,2026-09-24T21:02:48.770471+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:afc.champions,AFC Champions League Elite,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--afc.champions.json,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions/scoreboard,2026-09-24T21:02:48.800169+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:caf.nations_qual,Africa Cup of Nations Qualifying,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--caf.nations_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations_qual/scoreboard,2026-09-24T21:02:48.854754+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:afc.cup,AFC Champions League Two,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--afc.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup/scoreboard,2026-09-24T21:02:49.612699+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:fifa.cwc,FIFA Club World Cup,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--fifa.cwc.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.cwc/scoreboard,2026-09-24T21:02:49.709455+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-07-13T19:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:fifa.olympics,Men's Olympic Soccer Tournament,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--fifa.olympics.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.olympics/scoreboard,2026-09-24T21:02:49.740550+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"LA28 official program includes baseball, basketball, golf, rugby sevens and football in the 2028 summer edition. Existing provider samples are historical editions, not retired sports. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:soccer:fifa.w.olympics,Women's Olympic Soccer Tournament,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--fifa.w.olympics.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.olympics/scoreboard,2026-09-24T21:02:49.769688+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"LA28 official program includes baseball, basketball, golf, rugby sevens and football in the 2028 summer edition. Existing provider samples are historical editions, not retired sports. Historical fixture retained; excluded from live refresh until a future edition is independently validated."
espn:soccer:concacaf.gold,Concacaf Gold Cup,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--concacaf.gold.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold/scoreboard,2026-09-24T21:02:50.538646+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-07-06T23:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:concacaf.gold_qual,Concacaf Gold Cup Qualifying,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--concacaf.gold_qual.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold_qual/scoreboard,2026-09-24T21:02:50.660651+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-03-25T23:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:concacaf.w.gold,Concacaf W Gold Cup,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--concacaf.w.gold.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.gold/scoreboard,2026-09-24T21:02:50.691990+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2024-03-11T00:15Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:concacaf.confederations_playoff,Concacaf Cup,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--concacaf.confederations_playoff.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.confederations_playoff/scoreboard,2026-09-24T21:02:50.790384+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2015-10-11T01:30Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:concacaf.w.champions_cup,Concacaf W Champions Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--concacaf.w.champions_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.champions_cup/scoreboard,2026-09-24T21:02:51.504399+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:concacaf.womens.championship,Concacaf W Championship,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--concacaf.womens.championship.json,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.womens.championship/scoreboard,2026-09-24T21:02:51.557460+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:uefa.euro,UEFA European Championship,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--uefa.euro.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro/scoreboard,2026-09-24T21:02:51.626281+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,UEFA identifies next tournament in2028 and qualifying in2027; returned2024 edition is historical cycle. Historical fixture retained; excluded from live refresh until a future edition is independently validated.
espn:soccer:uefa.euroq,UEFA European Championship Qualifying,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--uefa.euroq.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euroq/scoreboard,2026-09-24T21:02:51.732859+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,UEFA identifies next qualification in2027; returned2024 qualifying edition is historical cycle. Historical fixture retained; excluded from live refresh until a future edition is independently validated.
espn:soccer:uefa.weuro,UEFA Women's European Championship,soccer,W2-team-and-soccer,archival,docs/sports-coverage/evidence/soccer--uefa.weuro.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.weuro/scoreboard,2026-09-24T21:02:52.473533+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,Official UEFA2025 final reference matches dated historical provider final. No2026 schedule asserted. Historical fixture retained; excluded from live refresh until a future edition is independently validated.
espn:soccer:uefa.euro_u21,UEFA European Under-21 Championship,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--uefa.euro_u21.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro_u21/scoreboard,2026-09-24T21:02:52.506326+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-06-28T19:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:uefa.super_cup,UEFA Super Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--uefa.super_cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.super_cup/scoreboard,2026-09-24T21:02:52.602886+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:conmebol.america,Copa América,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--conmebol.america.json,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america/scoreboard,2026-09-24T21:02:52.701805+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2024-07-15T01:15Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:conmebol.america.femenina,Copa América Femenina,soccer,W2-team-and-soccer,candidate,docs/sports-coverage/evidence/soccer--conmebol.america.femenina.json,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america.femenina/scoreboard,2026-09-24T21:02:53.423260+00:00,,provider-fixture-only; integration-not-run,not-run,not-run,"Default sample is dated 2025-08-02T21:00Z; tested2026 query yields 0 events and 0 named participant records, without a usable2026 sample. Competition retirement or alias identity is not established. Resolve current official competition calendar and an authorized source; if cyclical, corroborate edition before archival/history classification. Do not poll this candidate as current."
espn:soccer:usa.usl.1,USL Championship,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--usa.usl.1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.1/scoreboard,2026-09-24T21:02:53.498057+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:usa.usl.l1,USL League One,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--usa.usl.l1.json,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1/scoreboard,2026-09-24T21:02:53.509935+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:usa.usl.l1.cup,USL Cup,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--usa.usl.l1.cup.json,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1.cup/scoreboard,2026-09-24T21:02:53.624624+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
espn:soccer:mex.2,Mexican Liga de Expansión MX,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--mex.2.json,https://site.api.espn.com/apis/site/v2/sports/soccer/mex.2/scoreboard,2026-09-24T21:02:54.418049+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
espn:soccer:global.finalissima,CONMEBOL-UEFA Cup of Champions,soccer,W2-team-and-soccer,limited,docs/sports-coverage/evidence/soccer--global.finalissima.json,https://site.api.espn.com/apis/site/v2/sports/soccer/global.finalissima/scoreboard,2026-09-24T21:02:54.418192+00:00,schedule,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant schedule sample verified; completeness and live transitions unverified.
